recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Chocolate Cranberry Zucchini Muffins,40,https://www.simplyrecipes.com/author/emma-christensen/,,These Chocolate Cranberry Zucchini Muffins let you get away with chocolate for breakfast! Great for using up surplus zucchini. The cranberries are tart and a perfect contrast to the chocolate.,breakfast,high
Make-Ahead Feta and Spinach Breakfast Wraps,40,https://www.simplyrecipes.com/author/simply-recipes-team/,Vegetarian,Make-ahead Feta and Spinach Breakfast Wraps make life easy! Great for weekend brunches or breakfast during the week.,breakfast,high
"Frittata with Potatoes, Red Peppers, and Spinach",40,https://www.simplyrecipes.com/author/lisa-lin/,"Gluten-Free, Vegetarian","Healthy and satisfying weeknight frittata with potatoes, onions, red peppers, spinach, and ground turmeric.",breakfast,high
Eggs Mimosa with Artichoke Tapenade,40,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian",Hard boiled egg whites stuffed with artichoke heart tapenade and sprinkled with grated cooked egg yolks,breakfast,high
Crunchy French Toast,40,https://www.simplyrecipes.com/author/elise-bauer/,,"Kid-friendly, crunchy French toast, made with sliced bread, eggs, milk, vanilla, and coated with crunchy cornflakes crumbs.",breakfast,high
"Sweet Potato Waffles with Fried Egg, Bacon, and Scallions",40,https://www.simplyrecipes.com/author/sally-vargas/,,"Make these sweet potato waffles with fried egg, bacon, and scallions for breakfast, lunch, or dinner! Great way to use up leftover sweet potatoes.",breakfast,high
Vegan French Toast with Caramelized Bananas,40,https://www.simplyrecipes.com/author/tess-masters/,"Gluten-Free, Vegan, Vegetarian","Amazing vegan and gluten-free French toast! Made with almond milk, pureed banana, and chia seeds. Serve with easy caramelized bananas and maple syrup!",breakfast,high
Spicy Paleo Pumpkin Muffins,40,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Low Carb, Paleo, Vegetarian",These Spicy Paleo Pumpkin Muffins are grain-free and vegetarian. Perfect grab-and-go breakfast!,breakfast,high
Apple Cider Glazed Donut Holes,40,https://www.simplyrecipes.com/author/cindy-rahe/,,Apple Cider Glazed Donut Holes tickle the taste buds with the flavors of fall. A touch of sweetness and the warm spices of apple cider make these donut holes the perfect morning treat to eat with a cup of steaming coffee.,breakfast,high
Winter Chicken Salad with Tangy Miso Dressing,41,https://www.simplyrecipes.com/author/katie-morford/,"Dairy-Free, Gluten-Free, Healthy, Low Carb","This Chopped Chicken Salad is easy to put together and filling enough to eat for dinner! Made with fennel, mandarin oranges, avocado, and a flavorful miso dressing, it's perfect for winter but also endlessly adaptable to the seasons.",lunch,high
"Oven-Roasted Salmon, Asparagus and New Potatoes",42,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Oven Roasted Salmon, Asparagus & New Potatoes are quick, EASY, and delicious! Make everything in one sheet pan, easy clean-up, perfect for a midweek dinner",dinner,high
Nicoise Salad,45,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Salad Nicoise, a French composed salad with tuna, green beans, hard boiled eggs, tomatoes, onion, capers, and potatoes.",lunch,high
Nicoise Salad,45,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Salad Nicoise, a French composed salad with tuna, green beans, hard boiled eggs, tomatoes, onion, capers, and potatoes.",lunch,high
Classic Potato Salad,45,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Going to a cookout? This classic potato salad is what you want! It's made with boiled potatoes, sour cream, mayo, green onions, celery, parsley, pickles and bacon. Serve room temperature or chilled.",lunch,high
Panzanella Bread Salad,45,https://www.simplyrecipes.com/author/elise-bauer/,"Vegan, Vegetarian","Classic Italian Tuscan panzanella salad made with large cubes of crusty bread, ripe tomatoes, cucumbers, red onions, and basil.",lunch,high
Harvest Salad with Miso-Maple Roasted Butternut Squash,45,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Vegan, Vegetarian","Harvest Salad with Miso-Maple Roasted Butternut Squash! Toss with greens, apples, cooked grains, pepitas, dried cranberries, and pomegranate arils. Best fall salad EVER. Makes a great lunch, too.",lunch,high
Moroccan Chickpea Barley Salad,45,https://www.simplyrecipes.com/author/hank-shaw/,"Vegan, Vegetarian","Chickpea Barley Salad with Moroccan seasonings, pistachios, dried apricots, onions, parsley, and lemon.",lunch,high
Grilled Shrimp Taco Bowl,45,https://www.simplyrecipes.com/author/sabrina-modelle/,,"These shrimp taco bowls are the best kind of summer meal: fast, fresh, and won't heat up the kitchen. The shrimp are deeply seasoned with paprika and cumin, then grilled and served in bowls with taco fixings and a spicy cilantro dressing.",lunch,high
Black-Eyed Pea Salad,45,https://www.simplyrecipes.com/author/hank-shaw/,"Gluten-Free, Vegetarian","Black-eyed pea salad with a Greek twist, fresh spinach, Kalamata olives, sun-dried tomatoes, feta cheese, green onions, garlic, and lemon.",lunch,high
"Shrimp, Bacon, Avocado Pasta Salad",45,https://www.simplyrecipes.com/author/elise-bauer/,,"Summery pasta salad with chipotle marinated shrimp, bacon, avocado, with a lime juice vinaigrette",lunch,high
Lentil Salad with Arugula and Feta,45,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegetarian","This lentil salad with arugula and feta cheese makes a great lunch or light dinner! Toss with a sherry vinaigrette, red onions, dried currants, and chopped cilantro.",lunch,high
"Roasted Broccoli Salad with Feta, Barley, and Pomegranate",45,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Roasted broccoli is the perfect base for a hearty winter salad. Toss with barley, spinach, feta, almonds, and pomegranate seeds. 30-minute cooking time.",lunch,high
"Farro Salad with Green Beans, Corn, and Cherry Tomatoes",45,https://www.simplyrecipes.com/author/sheryl-julian/,"Vegan, Vegetarian","Farro Salad with corn, green beans, and tomatoes! Great side dish or light weekday lunch. Top with chicken or poached egg for a full meal.",lunch,high
Grilled Corn Salad,45,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Here's an easy summer salad made with grilled corn, peppers, and zucchini! Serve it with burgers and grilled chicken at your next backyard barbecue. Keeps well, too!",lunch,high
Sous Vide French Dip Sandwiches,45,https://www.simplyrecipes.com/author/emma-christensen/,,Sous Vide French Dip Sandwiches! Cooking sous vide makes the most tender roast beef EVER. This is a perfect starter recipe if you're new to sous vide cooking.,lunch,high
Sous Vide French Dip Sandwiches,45,https://www.simplyrecipes.com/author/emma-christensen/,,Sous Vide French Dip Sandwiches! Cooking sous vide makes the most tender roast beef EVER. This is a perfect starter recipe if you're new to sous vide cooking.,lunch,high
Easy Grilled Salmon,45,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",Here's an easy way to grill salmon without the fish sticking to the grates. Promise! And mix up your approach with 4 different marinades while you're at it.,dinner,high
Easy Grilled Salmon,45,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",Here's an easy way to grill salmon without the fish sticking to the grates. Promise! And mix up your approach with 4 different marinades while you're at it.,dinner,high
Sheet Pan Chicken with Roasted Broccoli and Potatoes,45,https://www.simplyrecipes.com/author/sabrina-modelle/,Gluten-Free,"Sheet pan chicken with roasted potatoes and broccoli! Everything cooks together on one baking sheet - so easy. Use chicken thighs for tender, juicy results every time.",dinner,high
One-Pot Chicken and Rice Soup,45,https://www.simplyrecipes.com/author/aaron-hutcherson/,Gluten-Free,"One-Pot Chicken and Rice Soup! Throw bone-in chicken, rice, and vegetables together in a pot and simmer until they're done. It's the easiest soup ever, ready in under an hour.",dinner,high
"Shrimp, Lemon, Spinach Linguine",45,https://www.simplyrecipes.com/author/elise-bauer/,,"Sautéed shrimp with caramelized lemons, tossed with shallots, spinach and linguine. Delicious!",dinner,high
Hoisin Glazed Baked Salmon,45,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,Quick and easy broiled salmon fillets with a hoisin sauce glaze.,dinner,high
Chipotle Meatballs,45,https://www.simplyrecipes.com/author/elise-bauer/,,"Ground pork formed into meatballs with minced bacon, garlic, eggs, bread crumbs, and oregano, cooked with a chipotle chili and tomato sauce.",dinner,high
Shrimp with Zucchini Noodles and Lemon-Garlic Butter,45,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Paleo","Zucchini noodles with shrimp! Toss with lemon-garlic butter for a quick, easy dinner. Ready in 30 minutes.",dinner,high
Shell Pasta with Sausage and Greens,45,https://www.simplyrecipes.com/author/elise-bauer/,,"Shell pasta with sausage and greens, made with shell pasta, Italian sausage, and kale or broccoli rabe.",dinner,high
Turkey Stew with Peppers and Mushrooms,45,https://www.simplyrecipes.com/author/elise-bauer/,,"Turkey stew with chunks of turkey, onions, garlic, bell peppers, and mushrooms in a smooth but tangy yogurt-tomato base.",dinner,high
Pasta with Turkey Meatballs and Roasted Vegetables,45,https://www.simplyrecipes.com/author/coco-morante/,,"Pasta dinner with turkey meatballs and roasted vegetables. Toss with olive oil, lemon juice, and parsley. Quick, easy, and satisfying. Ready in about 30 minutes.",dinner,high
Sesame Chicken Fingers with Spicy Orange Dipping Sauce,45,https://www.simplyrecipes.com/author/elise-bauer/,,"Chicken fingers, tenders marinated in buttermilk, breaded with panko and sesame seeds, baked, served with spicy orange sauce",dinner,high
Broccoli Cheddar Bites,45,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Cheesy baked broccoli snacks, great for a brunch, kid-friendly lunch, or party!",breakfast,high
Broccoli Cheddar Bites,45,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Cheesy baked broccoli snacks, great for a brunch, kid-friendly lunch, or party!",breakfast,high
Tater Tot Breakfast Casserole,45,https://www.simplyrecipes.com/author/aaron-hutcherson/,,"Tater tots plus eggs plus sausage equals a one-skillet breakfast casserole you can eat all week long. Call it a hot dish or call it a tater tot casserole, either way, it's good!",breakfast,high
"Freezer Breakfast Burritos with Sausage, Eggs and Salsa Verde",45,https://www.simplyrecipes.com/author/nick-evans/,,"A satisfying weekday breakfast is totally possible when you assemble—and freeze!—these breakfast burritos ahead of time. Fill them with sausage, eggs, potatoes, cheese, and salsa verde!",breakfast,high
Morning Glory Muffins,45,https://www.simplyrecipes.com/author/sheryl-julian/,,"Morning Glory Muffins are like carrot cake for breakfast! They are made with shredded carrots, apples, raisins, and whole wheat flour.",breakfast,high
Purple Potatoes with Caramelized Onions and Shiitake Mushrooms,45,https://www.simplyrecipes.com/author/ashley-teplin/,Gluten-Free,Beautifully vibrant purple potatoes fried with caramelized onions and shiitake mushrooms.,breakfast,high
Cheesy Crustless Quiche with Broccoli and Ham,45,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Low Carb","Ham, broccoli, and cheese take center stage in this crustless quiche! It's low-carb, gluten-free, and full of rich creamy goodness!",breakfast,high
Korean Beef Skewers,48,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Low Carb, Paleo",Grilled beef skewers with a spicy Korean marinade. Quick and easy Paleo dinner.,dinner,high
Asian Noodle Salad,50,https://www.simplyrecipes.com/author/elise-bauer/,"Vegan, Vegetarian",Asian noodle salad with plenty of colorful veggies and a sesame ginger dressing.,lunch,high
Wild Rice Salad,50,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Delicious rice salad with wild rice and basmati rice, green onions, celery, peas, dried cranberries, pine nuts, in a sesame vinegar and oil dressing.",lunch,high
Romanesco Salad,50,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegetarian","Romanesco broccoli salad with steamed romanesco florets, red onions, celery, parsley, capers, marinated in vinaigrette",lunch,high
"Salmon Lettuce Wraps with Cucumber, Jicama, and Ginger",50,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Fresh and healthy lettuce wrap with poached salmon, cucumber jicama, and ginger.",lunch,high
Instant Pot Barley Lunch Jars,50,https://www.simplyrecipes.com/author/nick-evans/,"Dairy-Free, Vegan, Vegetarian",These Instant Pot Barley Lunch Jars are a must-try for a quick and easy weekday lunch! Make a few on Sunday and you're set for the week.,lunch,high
"Sausage, Peppers, and Onions",50,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Paleo","Such a satisfying combo! Italian sausages cooked with bell peppers, sweet onions, crushed tomatoes, and garlic. Served on a hoagie roll or over pasta or polenta.",lunch,high
"Sausage, Peppers, and Onions",50,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Paleo","Such a satisfying combo! Italian sausages cooked with bell peppers, sweet onions, crushed tomatoes, and garlic. Served on a hoagie roll or over pasta or polenta.",lunch,high
Apricot Chicken,50,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Got fresh apricots? Make this easy Apricot Chicken skillet dinner! It's ready in under an hour and makes a great change from your usual weeknight chicken routine. (You can swap in dried apricots, too.)",dinner,high
Paprika Chicken with Chickpeas,50,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"One pot easy baked chicken thighs with smoked paprika, onions, and chickpeas!",dinner,high
How to Grill Juicy Boneless Skinless Chicken Breasts,50,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",How to get juicy chicken breasts on the grill? It's all in the brine! Just 30 minutes of brining makes all the difference between dry chicken and perfect chicken.,dinner,high
Pasta with Roasted Cauliflower and Prosciutto,50,https://www.simplyrecipes.com/author/elise-bauer/,,"Orecchiette pasta tossed with roasted cauliflower, roasted cherry tomatoes, prosciutto, arugula, and Parmesan.",dinner,high
Spinach Frittata,50,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Quick and easy spinach frittata recipe with eggs, fresh spinach, onions, garlic, Parmesan and goat cheese, and sun-dried tomatoes.",breakfast,high
Mini Salmon Quiches,50,https://www.simplyrecipes.com/author/sally-vargas/,,"Super easy mini salmon quiches. Puff pastry crust. Salmon, cream cheese, and scallion filling. Make-ahead and freeze. Great party or brunch appetizer.",breakfast,high
Raspberry Jam Sweet Rolls,50,https://www.simplyrecipes.com/author/cindy-rahe/,,"These jammy raspberry-filled rolls are worth waking up for! Luckily, you don't have to wake up TOO early because you can make the dough the night before. Best enjoyed with a strong cup of coffee.",breakfast,high
Easy Dump Cake from Scratch,50,https://www.simplyrecipes.com/author/cindy-rahe/,,"You'll forgive this cake its unfortunate name once you make this homemade version, which uses no canned pie filling or cake mix. Real ingredients are just as easy—and so much tastier!",breakfast,high
Ham and Potato Hash,50,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Ham and potato hash, a perfect side dish for fried eggs. Easy to cook, and a great way to use up leftover ham.",breakfast,high
Irish Brown Bread,50,https://www.simplyrecipes.com/author/sally-vargas/,,"REAL Irish Brown Bread! 100% whole wheat. Slice, toast, and spread with Irish butter.",breakfast,high
Mini Muffin Frittatas,50,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Mini frittatas made in mini muffin tins, with eggs, feta cheese, mushrooms, onions, and chard.",breakfast,high
Huevos Motuleños,50,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"A specialty of the Yucatan, huevos Motuleños with fried eggs over black beans on a fried tortilla, served with salsa, plantains, chorizo, and queso fresco.",breakfast,high
Vegetable Shakshuka with Pesto,50,https://www.simplyrecipes.com/author/sheryl-julian/,"Gluten-Free, Vegetarian",Summer Vegetable Shakshuka! Poached eggs in a rich tomato and vegetable sauce with pesto. Serve for brunch or light dinner.,breakfast,high
Triple Apple Snack Cake + First Look at The Fruit Forager’s Companion,50,https://www.simplyrecipes.com/author/carrie-havranek/,,"This Triple Apple Snack Cake—cider, sauce, and fresh apples—means this cake is bursting with fall flavor. This one comes from Sara Bir's cookbook The Fruit Forager's Companion!",breakfast,high
Pear Cake with Cinnamon Sugar,50,https://www.simplyrecipes.com/author/sally-vargas/,,"This super-easy cake is laced with cinnamon and sugar and topped with ripe pears. It's perfect for entertaining or as a replacement for Christmas morning cinnamon rolls. But don’t save it only for special occasions. This pear cake comes together so easily, you’ll want to make it every night of the week!",breakfast,high
Cauliflower Steak Sandwiches with Red Pepper Aioli,50,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Roasted cauliflower “steaks” make a satisfying and filling vegetarian sandwich. This recipe boosts the flavor factor with a quick and easy aioli sauce, sliced tomatoes, and spicy arugula.",breakfast,high
Fettuccine with Creamy Tomato Italian Sausage Sauce,51,https://www.simplyrecipes.com/author/elise-bauer/,,"Fettuccine pasta with a rich and creamy, tomato and Italian sausage sauce.  Absolute crowd pleaser.",dinner,high
Fresh Salmon Salad,54,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Cool off with this easy Salmon Salad! Poached salmon is gently tossed with celery, red onions, capers, and dill and is perfect for a brunch or light lunch.",lunch,high
"Autumn Tabbouleh with Cauliflower, Carrots, and Golden Beets",55,https://www.simplyrecipes.com/author/elizabeth-stark/,"Vegan, Vegetarian","Autumn Tabbouleh is the perfect make-ahead side dish! With cauliflower, carrots, and golden beets. 30 minute prep.",lunch,high
Orange and Beet Salad,55,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Brighten you day with this colorful beet salad with sliced beets, navel oranges, red onions, arugula in a light vinaigrette.",lunch,high
Mexican Green Bean Salad,55,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Mexican green bean salad with fresh green beans, cilantro, jalapeno, red onion, cotija cheese, avocado, tomato, olive oil and lime juice.",lunch,high
Blue Cheese Burgers,55,https://www.simplyrecipes.com/author/elise-bauer/,,"Fabulous grilled blue cheese burgers, with ground beef, mustard, garlic, green onions, and tangy creamy blue cheese.",lunch,high
French Toast Casserole,55,https://www.simplyrecipes.com/author/lisa-lin/,,"This EASY French toast casserole has a super crunchy cinnamon-sugar top! Bake right away, or make it ahead and refrigerate overnight. Give your family a treat this Saturday morning!",breakfast,high
French Toast Casserole,55,https://www.simplyrecipes.com/author/lisa-lin/,,"This EASY French toast casserole has a super crunchy cinnamon-sugar top! Bake right away, or make it ahead and refrigerate overnight. Give your family a treat this Saturday morning!",breakfast,high
Shrimp and Grits,55,https://www.simplyrecipes.com/author/hank-shaw/,,"Shrimp and grits is an iconic Southern dish and easy to make at home. Grits topped with shrimp, onions, peppers and bacon come together for this classic dish with great flavor.",breakfast,high
Apple Coffee Cake,55,https://www.simplyrecipes.com/author/elise-bauer/,,"Apple Coffee Cake that's quick, easy, and delicious! Perfect for a Sunday brunch or with your morning coffee.",breakfast,high
Baked Blueberry French Toast Casserole,55,https://www.simplyrecipes.com/author/cindy-rahe/,,"You get the best of both worlds with this baked blueberry French toast casserole: sweet custard middles with a crispy topping! Assemble and bake right away, or make it ahead and look forward to a brunch feast.",breakfast,high
Artichoke Leek Frittata,55,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Artichoke Leek Frittata! Tender frittata with eggs, sautéed leeks, artichoke hearts, Parmesan, tarragon and chives. Perfect for Spring!",breakfast,high
Sheet Pan English Breakfast,55,https://www.simplyrecipes.com/author/nick-evans/,Gluten-Free,"An entire English Breakfast on a sheet pan?! Everything cooks together, with much less mess or fuss. Makes a hearty meal — Just add toast!",breakfast,high
Tuscan Scrambled Eggs,55,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian",Slow cooked tomatoes and onions are the base for this delicious scrambled eggs recipe.,breakfast,high
Gluten-Free Chocolate Cake Donuts,55,https://www.simplyrecipes.com/author/megan-gordon/,"Allergy-Friendly, Dairy-Free, Gluten-Free, Vegan","Gather your friends for breakfast and make these tender, sprinkle-topped chocolate cake donuts! They're vegan and gluten-free, so everyone can enjoy them. And did we mention chocolate?",breakfast,high
Peach Frangipane Puff Pastry Tarts,55,https://www.simplyrecipes.com/author/sally-vargas/,,"Juicy summer peaches set atop slightly sweet almond filling make these peach tarts a welcome treat at the end of any meal. Store-bought puff pastry makes quick work of this simple, rustic dessert!",breakfast,high
Mediterranean Potato Salad,60,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian","Summery potato salad with new potatoes, green beans, roasted red bell peppers, red onion, olives, parsley, tossed in vinaigrette.",lunch,high
Fennel Slaw with Mint Vinaigrette,60,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegan, Vegetarian",Fennel slaw salad with thinly sliced fennel bulb and a fresh mint vinaigrette. Great with seafood!,lunch,high
Avocado Beet Salad with Citrus Vinaigrette,60,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Simple and healthy, Beet and Avocado salad, sprinkled with pistachios and drizzled with a citrusy vinaigrette!",lunch,high
"Celery, Blue Cheese and Hazelnut Salad",60,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Festive celery salad, perfect for entertaining! With sliced celery, dates, blue cheese, topped with maple-glazed hazelnuts.",lunch,high
Peppercorn Steak,60,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Classic Steak au Poivre, or steak with a creamy peppercorn sauce",dinner,high
Biscuits and Gravy Casserole,60,https://www.simplyrecipes.com/author/irvin-lin/,,"The Southern favorite, biscuits and gravy, gets the casserole treatment! Assemble the gravy ahead of time; make this for a hungry brunching crowd, and you'll taste why it's a classic!",breakfast,high
Biscuits and Gravy Casserole,60,https://www.simplyrecipes.com/author/irvin-lin/,,"The Southern favorite, biscuits and gravy, gets the casserole treatment! Assemble the gravy ahead of time; make this for a hungry brunching crowd, and you'll taste why it's a classic!",breakfast,high
"Make-Ahead Frittata Squares with Spinach, Tomatoes, and Feta",60,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegetarian","This frittata with spinach, tomatoes, and feta cheese is such a good make-ahead breakfast! Bake all in one dish, then reheat squares during the week.",breakfast,high
Apple Walnut Gorgonzola Rustic Tart,60,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Easy to make savory rustic tart with Granny Smith apples, walnuts, maple syrup, thyme and gorgonzola cheese",breakfast,high
Crunchy Banana Nut Granola,60,https://www.simplyrecipes.com/author/sabrina-modelle/,Gluten-Free,"Granola with oats, walnuts, cinnamon, and chunks of banana, ready for your yogurt bowl!",breakfast,high
Zucchini-Feta Frittata,60,https://www.simplyrecipes.com/author/sheryl-julian/,"Gluten-Free, Vegetarian","Easy vegetarian frittata with shredded zucchini, potatoes, feta, and Monterey jack cheese. Makes great leftovers.",breakfast,high
Strawberry Shortcake Sliders,60,https://www.simplyrecipes.com/author/elise-bauer/,,"Mini strawberry shortcakes! Perfect little single bite servings, great for parties.",breakfast,high
Cherry Almond Granola with Vanilla Crumbles,60,https://www.simplyrecipes.com/author/summer-miller/,,Crunchy vanilla crumbles make this cherry almond granola extra special. They're not hard to make and they add a salty-sweet crunch to every bite. Time to up your breakfast game!,breakfast,high
Black Rice Bowls with Tofu and Veggies,65,https://www.simplyrecipes.com/author/sally-vargas/,"Healthy, Vegan, Vegetarian","Infinitely versatile, these Black Rice Bowls with Tofu and Veggies with a miso dressing are SO GOOD! They make a satisfying lunch or dinner for vegans, vegetarians, and carnivores alike.",lunch,high
Easy Breakfast Casserole,65,https://www.simplyrecipes.com/author/elise-bauer/,,"This breakfast casserole is adaptable to whatever ingredients you have on hand—cheese, veggies, meats—and can be assembled the night before and baked in the morning. Or eaten for dinner—your choice!",breakfast,high
"Bagel Breakfast Casserole with Sausage, Egg, and Cheese",65,https://www.simplyrecipes.com/author/marta-rivera/,,Take your favorite egg and cheese bagel sandwich and turn it into a make-ahead breakfast casserole instead! This breakfast bake is an easy crowd-pleaser.,breakfast,high
Zucchini Breakfast Casserole,65,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Savory zucchini casserole with eggs, ricotta cheese, Parmesan, plum tomatoes, bread, and basil. Zucchini ricotta strata.",breakfast,high
Asparagus Artichoke Breakfast Casserole,65,https://www.simplyrecipes.com/author/elise-bauer/,,"Asparagus and artichoke breakfast casserole with bacon, cheddar cheese, rustic bread, milk and egg. Perfect for a Sunday brunch!",breakfast,high
Cheesy Zucchini Bites,65,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Cheesy baked zucchini tots, perfect for brunch, lunch, or an after school snack! With cheddar, parmesan, lemon, and rosemary.",breakfast,high
Colcannon Cakes,65,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Fried potato patties made from leftover colcannon, a combination of mashed potatoes, kale or other greens, and scallions or green onions.",breakfast,high
Rhubarb Almond Skillet Cake,65,https://www.simplyrecipes.com/author/sally-vargas/,,"This rhubarb skillet cake—scented with orange zest and crowned with ruby pink, tart rhubarb—is a keeper! It's made in the food processor, cooked in a skillet, and beautiful, too!",breakfast,high
Arugula Salad with Beets and Goat Cheese,70,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","EASY healthy, Arugula Salad with Beets, Goat Cheese, and Walnuts! With a simple lemon vinaigrette. Perfect combo!",lunch,high
Arugula Salad with Beets and Goat Cheese,70,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","EASY healthy, Arugula Salad with Beets, Goat Cheese, and Walnuts! With a simple lemon vinaigrette. Perfect combo!",lunch,high
Wild Rice Salad with Cranberries and Pecans,70,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian","Wild rice salad with cranberries, pecans, green onions, orange zest, and wild rice.  A perfect accompaniment to many fall and winter dishes - roast chicken, stews, pork chops.",lunch,high
Zucchini Bread,70,https://www.simplyrecipes.com/author/elise-bauer/,,"Zucchini bread is a perennial favorite and what to make when the gardens are overflowing with this summer veggie. This one's easy, delicious, and gently spiced.",breakfast,high
Cranberry Orange Nut Bread,70,https://www.simplyrecipes.com/author/elise-bauer/,,"Delicious cranberry orange bread! With chopped cranberries, walnuts, and orange zest. Perfect for the holidays.",breakfast,high
Zucchini Bread,70,https://www.simplyrecipes.com/author/elise-bauer/,,"Zucchini bread is a perennial favorite and what to make when the gardens are overflowing with this summer veggie. This one's easy, delicious, and gently spiced.",breakfast,high
Cranberry Orange Nut Bread,70,https://www.simplyrecipes.com/author/elise-bauer/,,"Delicious cranberry orange bread! With chopped cranberries, walnuts, and orange zest. Perfect for the holidays.",breakfast,high
Broccoli Cheddar Casserole,70,https://www.simplyrecipes.com/author/elise-bauer/,,"This is the best broccoli cheese casserole ever. No exaggeration. It's made with just broccoli florets, bacon, cheddar cheese, milk, cream, and eggs.",breakfast,high
Spanakopita,70,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Spanakopita! Spinach, feta, ricotta, and fresh herbs are encased in layers of flaky, buttery phyllo to create this easy-to-make vegetarian Greek pie. Spanakopita is often folded into triangles, but we opted to make it into a quick and simple casserole. Serve as a side or a vegetarian main course!",breakfast,high
Celery Root Salad,75,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Celery root salad recipe, also known as celery remoulade, with celery root, green apple, and a mayonnaise Dijon dressing.",lunch,high
Oil-Poached Artichoke Heart Salad,75,https://www.simplyrecipes.com/author/hank-shaw/,"Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian",Salad of thinly sliced artichoke hearts that have been slowly poached in garlic infused olive oil and tossed with herbs.,lunch,high
Chocolate Chip Pumpkin Bread,75,https://www.simplyrecipes.com/author/cindy-rahe/,,"Chocolate Chip Pumpkin Bread! Made with pumpkin puree and warm fall spices, sprinkled with chocolate chips. Great for an afternoon snack with coffee!",breakfast,high
Blueberry Maple Breakfast Bake,75,https://www.simplyrecipes.com/author/elise-bauer/,,"Brunch party bread pudding casserole! With cream cheese, maple syrup, and loaded with juicy blueberries.",breakfast,high
